ProlificID,Native,Otherlangs,Taskdesc,experiment,trial,trans,rating,rt,form,identifier
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,7,FAST,4,3183,hayai,hayai_FAST
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,8,TINGLING,5,3302,hirihiri,hirihiri_BURNING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,9,DAMP,0,2050,syimeQpoi,syimeQpoi_WET
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,10,DRUMMING (E.G. HEART),6,2011,dokidoki,dokidoki_POUNDING (e.g. heart)
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,11,RUDE,3,3115,adzu,adzu_RUDE
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,12,PRICKLING,5,1435,syikasyika,syikasyika_ITCHING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,13,FREEZE,2,6595,syibareru,syibareru_FREEZE
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,14,QUIET,3,3275,syiiN,syiiN_QUIET
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,15,THROBBING,6,1708,zuNzuN,zuNzuN_THROBBING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,16,REFRESHED,1,3057,haQkiri,haQkiri_CLEAR
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,17,IMPATIENT,1,3145,zyireQtai,zyireQtai_ANNOYED
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,18,LETHARGIC,4,2932,naNgii,naNgii_SLUGGISH
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,19,STICKY,2,4318,nurunuru,nurunuru_STICKY
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,20,RUDE,4,6881,tyiputoi,tyiputoi_RUDE
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,21,TICKLING,1,1959,kosobai,kosobai_TICKLING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,22,WEARY,0,1393,kutabireta,kutabireta_EXHAUSTED
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,23,RIP,3,2170,yabuku,yabuku_TEAR
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,24,SLUGGISH,0,4887,erai,erai_SLUGGISH
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,25,LITTLE,2,5528,hosoi,hosoi_SMALL
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,26,SCRATCHING,0,2664,kaii,kaii_PRICKLING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,27,TICKLING,4,1973,kusuguQtee,kusuguQtee_TICKLING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,28,OILY/HEAVY (FOOD),3,4999,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,29,SCRATCH,5,1731,kakazyiru,kakazyiru_SCRATCH
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,30,GLARING (LIGHT),4,2591,hidoroQko,hidoroQko_GLARING (light)
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,31,TIGHTEN,3,4370,kubiru,kubiru_BIND
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,32,HARD,1,4042,katai,katai_HARD
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,33,BOUNCING,6,1659,pyoNpyoN,pyoNpyoN_BOUNCING
5bec64d236e6f000016514c9,English,NA,"Rating how well Japanese words sound like what they mean, like wiggle and jiggle do in English",1,34,WHISPERING,6,4055,hisohiso,hisohiso_WHISPERING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,1,FLUFFY,2,7540,fuwafuwa,fuwafuwa_FLUFFY
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,2,WOBBLING,4,1156,yoroyoro,yoroyoro_WOBBLING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,3,A LITTLE,0,1086,tyobiQto,tyobiQto_A LITTLE
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,4,TIRED,3,679,hoQkori,hoQkori_EXHAUSTED
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,5,TIRED,4,845,syiNdo,syiNdo_EXHAUSTED
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,6,ANNOYED,4,713,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,7,QUICK,5,906,hayai,hayai_FAST
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,8,TINGLING,0,585,hirihiri,hirihiri_BURNING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,9,DAMP,0,527,syimeQpoi,syimeQpoi_WET
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,10,BEATING (E.G. HEART),5,691,dokidoki,dokidoki_POUNDING (e.g. heart)
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,11,BRAZEN,0,641,adzu,adzu_RUDE
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,12,PRICKLING,0,718,syikasyika,syikasyika_ITCHING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,13,FREEZE,0,515,syibareru,syibareru_FREEZE
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,14,QUIET,3,2038,syiiN,syiiN_QUIET
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,15,PULSATING,0,771,zuNzuN,zuNzuN_THROBBING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,16,REFRESHED,0,1518,haQkiri,haQkiri_CLEAR
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,17,ANNOYED,1,936,zyireQtai,zyireQtai_ANNOYED
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,18,LETHARGIC,0,1470,naNgii,naNgii_SLUGGISH
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,19,STICKY,0,657,nurunuru,nurunuru_STICKY
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,20,ARROGANT,4,765,tyiputoi,tyiputoi_RUDE
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,21,TICKLING,0,790,kosobai,kosobai_TICKLING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,22,WEARY,1,1378,kutabireta,kutabireta_EXHAUSTED
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,23,RIP,0,634,yabuku,yabuku_TEAR
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,24,LETHARGIC,0,675,erai,erai_SLUGGISH
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,25,LITTLE,3,1400,hosoi,hosoi_SMALL
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,26,SCRATCHING,0,770,kaii,kaii_PRICKLING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,27,TICKLING,0,847,kusuguQtee,kusuguQtee_TICKLING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,28,OILY/HEAVY (FOOD),0,717,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,29,SCRATCH,0,689,kakazyiru,kakazyiru_SCRATCH
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,30,BLINDING (LIGHT),0,815,hidoroQko,hidoroQko_GLARING (light)
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,31,BIND,0,908,kubiru,kubiru_BIND
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,32,HARD,0,748,katai,katai_HARD
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,33,HOPPING,4,1138,pyoNpyoN,pyoNpyoN_BOUNCING
5e110747dc265f7d25341439,English,None,Listen to Japanese words and indicate if they sound like their meaning,1,34,WHISPERING,4,803,hisohiso,hisohiso_WHISPERING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,1,FLUFFY,4,6985,fuwafuwa,fuwafuwa_FLUFFY
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,2,WOBBLING,6,2060,yoroyoro,yoroyoro_WOBBLING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,3,A LITTLE,2,1664,tyobiQto,tyobiQto_A LITTLE
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,4,EXHAUSTED,2,1471,hoQkori,hoQkori_EXHAUSTED
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,5,WEARY,2,2669,syiNdo,syiNdo_EXHAUSTED
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,6,ANNOYED,3,1664,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,7,SPEEDY,4,1798,hayai,hayai_FAST
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,8,TINGLING,4,2655,hirihiri,hirihiri_BURNING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,9,SOGGY,2,2603,syimeQpoi,syimeQpoi_WET
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,10,DRUMMING (E.G. HEART),5,2061,dokidoki,dokidoki_POUNDING (e.g. heart)
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,11,ARROGANT,4,2906,adzu,adzu_RUDE
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,12,PRICKLING,5,1656,syikasyika,syikasyika_ITCHING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,13,FREEZE,2,1840,syibareru,syibareru_FREEZE
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,14,QUIET,4,1601,syiiN,syiiN_QUIET
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,15,THROBBING,4,1662,zuNzuN,zuNzuN_THROBBING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,16,CLEAR,3,1775,haQkiri,haQkiri_CLEAR
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,17,ANNOYED,4,6803,zyireQtai,zyireQtai_ANNOYED
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,18,SLUGGISH,4,1913,naNgii,naNgii_SLUGGISH
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,19,GOOEY,4,3044,nurunuru,nurunuru_STICKY
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,20,RUDE,2,1814,tyiputoi,tyiputoi_RUDE
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,21,TICKLING,3,3862,kosobai,kosobai_TICKLING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,22,TIRED,1,3011,kutabireta,kutabireta_EXHAUSTED
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,23,RIP,2,1864,yabuku,yabuku_TEAR
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,24,SLUGGISH,2,2141,erai,erai_SLUGGISH
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,25,LITTLE,3,1831,hosoi,hosoi_SMALL
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,26,SCRATCHING,3,3005,kaii,kaii_PRICKLING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,27,TICKLING,3,3249,kusuguQtee,kusuguQtee_TICKLING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,28,OILY/HEAVY (FOOD),2,1672,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,29,SCRATCH,2,2474,kakazyiru,kakazyiru_SCRATCH
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,30,GLARING (LIGHT),1,2759,hidoroQko,hidoroQko_GLARING (light)
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,31,TIGHTEN,2,1889,kubiru,kubiru_BIND
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,32,HARD,2,2449,katai,katai_HARD
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,33,BOUNCING,5,1420,pyoNpyoN,pyoNpyoN_BOUNCING
57027b6768c641000e0c894a,English,NA,Listening to japanese words and rating if the are like the word,1,34,WHISPERING,5,1256,hisohiso,hisohiso_WHISPERING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,1,FLUFFY,4,4731,fuwafuwa,fuwafuwa_FLUFFY
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,2,WOBBLING,5,1140,yoroyoro,yoroyoro_WOBBLING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,3,A LITTLE,3,3507,tyobiQto,tyobiQto_A LITTLE
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,4,TIRED,3,743,hoQkori,hoQkori_EXHAUSTED
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,5,WEARY,1,3658,syiNdo,syiNdo_EXHAUSTED
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,6,IMPATIENT,0,3011,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,7,SPEEDY,1,1218,hayai,hayai_FAST
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,8,BURNING,1,1458,hirihiri,hirihiri_BURNING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,9,WET,0,1244,syimeQpoi,syimeQpoi_WET
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,10,BEATING (E.G. HEART),5,1692,dokidoki,dokidoki_POUNDING (e.g. heart)
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,11,RUDE,0,812,adzu,adzu_RUDE
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,12,ITCHING,3,1671,syikasyika,syikasyika_ITCHING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,13,FREEZE,0,1013,syibareru,syibareru_FREEZE
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,14,QUIET,1,2307,syiiN,syiiN_QUIET
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,15,THROBBING,5,2809,zuNzuN,zuNzuN_THROBBING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,16,CLEAR,0,6078,haQkiri,haQkiri_CLEAR
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,17,ANNOYED,2,1764,zyireQtai,zyireQtai_ANNOYED
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,18,LETHARGIC,4,1257,naNgii,naNgii_SLUGGISH
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,19,STICKY,0,694,nurunuru,nurunuru_STICKY
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,20,RUDE,0,1003,tyiputoi,tyiputoi_RUDE
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,21,TICKLING,1,703,kosobai,kosobai_TICKLING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,22,WEARY,0,1379,kutabireta,kutabireta_EXHAUSTED
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,23,TEAR,0,2580,yabuku,yabuku_TEAR
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,24,LETHARGIC,0,1525,erai,erai_SLUGGISH
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,25,TINY,0,936,hosoi,hosoi_SMALL
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,26,TINGLING,0,1528,kaii,kaii_PRICKLING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,27,TICKLING,0,1765,kusuguQtee,kusuguQtee_TICKLING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,28,OILY/HEAVY (FOOD),0,2135,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,29,SCRATCH,1,1248,kakazyiru,kakazyiru_SCRATCH
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,30,BLINDING (LIGHT),0,2319,hidoroQko,hidoroQko_GLARING (light)
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,31,TIGHTEN,0,1540,kubiru,kubiru_BIND
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,32,HARD,1,2206,katai,katai_HARD
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,33,BOUNCING,5,1640,pyoNpyoN,pyoNpyoN_BOUNCING
5ea9c475ec2b531108f86a3f,English,Some German,Listening to Japanese words and judging if their sound was reflective of the action they were describing.,1,34,WHISPERING,2,1087,hisohiso,hisohiso_WHISPERING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,1,FLUFFY,4,6853,fuwafuwa,fuwafuwa_FLUFFY
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,2,WOBBLING,6,2936,yoroyoro,yoroyoro_WOBBLING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,3,A LITTLE,3,1848,tyobiQto,tyobiQto_A LITTLE
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,4,EXHAUSTED,0,1711,hoQkori,hoQkori_EXHAUSTED
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,5,TIRED,1,2656,syiNdo,syiNdo_EXHAUSTED
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,6,IMPATIENT,4,2808,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,7,SPEEDY,4,1328,hayai,hayai_FAST
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,8,TINGLING,4,1520,hirihiri,hirihiri_BURNING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,9,SOGGY,2,2720,syimeQpoi,syimeQpoi_WET
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,10,BEATING (E.G. HEART),6,3192,dokidoki,dokidoki_POUNDING (e.g. heart)
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,11,ARROGANT,4,2000,adzu,adzu_RUDE
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,12,ITCHING,4,1504,syikasyika,syikasyika_ITCHING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,13,FREEZE,0,2216,syibareru,syibareru_FREEZE
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,14,QUIET,5,2191,syiiN,syiiN_QUIET
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,15,PULSATING,6,1392,zuNzuN,zuNzuN_THROBBING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,16,REFRESHED,2,1628,haQkiri,haQkiri_CLEAR
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,17,IMPATIENT,0,2444,zyireQtai,zyireQtai_ANNOYED
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,18,LETHARGIC,1,3103,naNgii,naNgii_SLUGGISH
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,19,GOOEY,4,2945,nurunuru,nurunuru_STICKY
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,20,RUDE,2,2508,tyiputoi,tyiputoi_RUDE
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,21,TICKLING,0,3179,kosobai,kosobai_TICKLING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,22,TIRED,0,4284,kutabireta,kutabireta_EXHAUSTED
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,23,TEAR,0,2376,yabuku,yabuku_TEAR
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,24,LETHARGIC,0,2520,erai,erai_SLUGGISH
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,25,LITTLE,2,1600,hosoi,hosoi_SMALL
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,26,SCRATCHING,0,3429,kaii,kaii_PRICKLING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,27,TICKLING,2,2540,kusuguQtee,kusuguQtee_TICKLING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,28,OILY/HEAVY (FOOD),2,1643,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,29,SCRATCH,1,2616,kakazyiru,kakazyiru_SCRATCH
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,30,GLARING (LIGHT),0,2589,hidoroQko,hidoroQko_GLARING (light)
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,31,TIGHTEN,0,3144,kubiru,kubiru_BIND
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,32,HARD,2,3020,katai,katai_HARD
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,33,BOUNCING,6,2351,pyoNpyoN,pyoNpyoN_BOUNCING
59e46feb16ecc200016fef61,English,None,I had to listen to Japanese words to see if they sounded like their meaning.,1,34,WHISPERING,5,2112,hisohiso,hisohiso_WHISPERING
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,1,FLUFFY,2,5638,fuwafuwa,fuwafuwa_FLUFFY
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,2,WOBBLING,1,4808,yoroyoro,yoroyoro_WOBBLING
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,3,A LITTLE,2,7863,tyobiQto,tyobiQto_A LITTLE
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,4,EXHAUSTED,1,1980,hoQkori,hoQkori_EXHAUSTED
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,5,TIRED,2,2911,syiNdo,syiNdo_EXHAUSTED
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,6,ANNOYED,1,2167,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
611d3570f180b1adea26816b,English,NA,"I was listening carefully to the Japanese words, particularly the pitch of the words and the flow of the words (if words sounded harsh, soft etc.) to gage whether they sounded like their meaning.",1,7,FAST,5,1550,hayai,hayai_FAST
