Timestamp,exp,Prolific.ID,concept,word,answer,RT,Native.Language,Other.Languages,Unknown.words,Which.words,Task.Description,answer_sen,foil_sen,time_taken
7/09/2020 12:56,8,5ddd5151a71de8cc8744fce4,DAZZLED,mabusyii,incorrect,3014,English,German,no,NA,I was listening to the Japanese words and placing my best guess as to what the English translation was.,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",325.671
7/09/2020 13:00,8,5e85e3327ed2b901e9ef4919,DAZZLED,mabusyii,incorrect,3936,English,,no,NA,Guessing which word it sounded most like,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",604.968
7/09/2020 13:00,8,59f0eda5e75b450001a699a7,DAZZLED,mabusyii,incorrect,1585,English,None,no,NA,Stating the context of the eord i heard,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",551.169
7/09/2020 13:38,8,5bc9e924e642db0001d3a1c5,DAZZLED,mabusyii,correct,876,English,None,no,NA,One of the voicenotes got stuck and I couldnt advance therefore I had to refresh the study complete it again it worked the second time round though,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",723.747
11/09/2020 10:20,8,5e39ef2f59da4009daa59a03,DAZZLED,mabusyii,incorrect,1521,English,,no,NA,Listening to Japanese words and guessing the English translation.,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",340.066
11/09/2020 10:28,8,5c92a21d2affcf001776a514,DAZZLED,mabusyii,incorrect,1488,English,,no,NA,,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",305.618
11/09/2020 10:34,8,5e17956d94a2dc099b08aee2,DAZZLED,mabusyii,correct,3864,English,French (some),no,NA,Nothing else - sat on chair in lounge,"After the car shone its headlights in my eyes, I was DAZZLED.","After lying in the sun all day, my body felt tired and SLUGGISH.",629.245
7/09/2020 12:45,8,5f21cbf0a6367c60710a9ad7,DRY,hiru,incorrect,1933,English,,no,NA,listening to japanese words and trying to guess which was the possible meaning from two options,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",383.45
7/09/2020 12:46,8,5f2acd0ea768ae39f46378b2,DRY,hiru,correct,1716,English,,no,NA,,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",211.493
7/09/2020 12:51,8,559a78a5fdf99b76964a0ddd,DRY,hiru,incorrect,1376,English,None,no,NA,trying to work out which word they were saying that was in capitals. Which was the right one that I was hearing them say. ,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",214.701
7/09/2020 12:51,8,5642061417bdbe00122a1a29,DRY,hiru,correct,3935,English,None,no,NA,Listening to Japanese words and trying to guess which of two English words given in a sentence were the correct translation.,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",309.107
7/09/2020 12:53,8,5f3edad9746e76182670cd0d,DRY,hiru,incorrect,1035,English,,no,NA,Picking the english translation from a japanese word out of a choice of two.,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",387.129
7/09/2020 12:54,8,5c62fbd932207f00016bd19e,DRY,hiru,correct,2965,English ,basic French,no,NA,Listening to short clips and guessing the translation of the words spoken.,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",429.327
7/09/2020 12:55,8,58cc4fcac7ed3f000116e5dd,DRY,hiru,correct,3576,English,,no,NA,On my own sat in a quiet room,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",421.468
7/09/2020 12:56,8,5efe0fcd47e6e50d7acddc6a,DRY,hiru,correct,1356,English ,None,no,NA,Listening to Japanese words and trying to figure out what their English translation is,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",374.821
7/09/2020 12:56,8,5ddd5151a71de8cc8744fce4,DRY,hiru,correct,4021,English,German,no,NA,I was listening to the Japanese words and placing my best guess as to what the English translation was.,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",325.671
7/09/2020 13:00,8,5e85e3327ed2b901e9ef4919,DRY,hiru,incorrect,3454,English,,no,NA,Guessing which word it sounded most like,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",604.968
7/09/2020 13:00,8,59f0eda5e75b450001a699a7,DRY,hiru,correct,1011,English,None,no,NA,Stating the context of the eord i heard,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",551.169
7/09/2020 13:38,8,5bc9e924e642db0001d3a1c5,DRY,hiru,correct,965,English,None,no,NA,One of the voicenotes got stuck and I couldnt advance therefore I had to refresh the study complete it again it worked the second time round though,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",723.747
11/09/2020 10:20,8,5e39ef2f59da4009daa59a03,DRY,hiru,incorrect,1190,English,,no,NA,Listening to Japanese words and guessing the English translation.,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",340.066
11/09/2020 10:28,8,5c92a21d2affcf001776a514,DRY,hiru,correct,3242,English,,no,NA,,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",305.618
11/09/2020 10:34,8,5e17956d94a2dc099b08aee2,DRY,hiru,incorrect,1810,English,French (some),no,NA,Nothing else - sat on chair in lounge,"After getting badly sunburnt, my skin was DRY.","After bashing it with a hammer, the meat was FLAT.",629.245
7/09/2020 12:45,8,5f21cbf0a6367c60710a9ad7,EXHAUSTED,dareta,correct,1007,English,,no,NA,listening to japanese words and trying to guess which was the possible meaning from two options,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",383.45
7/09/2020 12:46,8,5f2acd0ea768ae39f46378b2,EXHAUSTED,dareta,incorrect,2090,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",211.493
7/09/2020 12:51,8,559a78a5fdf99b76964a0ddd,EXHAUSTED,dareta,incorrect,1704,English,None,no,NA,trying to work out which word they were saying that was in capitals. Which was the right one that I was hearing them say. ,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",214.701
7/09/2020 12:51,8,5642061417bdbe00122a1a29,EXHAUSTED,dareta,incorrect,6615,English,None,no,NA,Listening to Japanese words and trying to guess which of two English words given in a sentence were the correct translation.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",309.107
7/09/2020 12:53,8,5f3edad9746e76182670cd0d,EXHAUSTED,dareta,correct,2033,English,,no,NA,Picking the english translation from a japanese word out of a choice of two.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",387.129
7/09/2020 12:54,8,5c62fbd932207f00016bd19e,EXHAUSTED,dareta,incorrect,3766,English ,basic French,no,NA,Listening to short clips and guessing the translation of the words spoken.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",429.327
7/09/2020 12:55,8,58cc4fcac7ed3f000116e5dd,EXHAUSTED,dareta,incorrect,3958,English,,no,NA,On my own sat in a quiet room,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",421.468
7/09/2020 12:56,8,5efe0fcd47e6e50d7acddc6a,EXHAUSTED,dareta,correct,5280,English ,None,no,NA,Listening to Japanese words and trying to figure out what their English translation is,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",374.821
7/09/2020 12:56,8,5ddd5151a71de8cc8744fce4,EXHAUSTED,dareta,incorrect,9414,English,German,no,NA,I was listening to the Japanese words and placing my best guess as to what the English translation was.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",325.671
7/09/2020 13:00,8,5e85e3327ed2b901e9ef4919,EXHAUSTED,dareta,correct,849,English,,no,NA,Guessing which word it sounded most like,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",604.968
7/09/2020 13:00,8,59f0eda5e75b450001a699a7,EXHAUSTED,dareta,incorrect,2136,English,None,no,NA,Stating the context of the eord i heard,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",551.169
7/09/2020 13:38,8,5bc9e924e642db0001d3a1c5,EXHAUSTED,dareta,correct,845,English,None,no,NA,One of the voicenotes got stuck and I couldnt advance therefore I had to refresh the study complete it again it worked the second time round though,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",723.747
11/09/2020 10:20,8,5e39ef2f59da4009daa59a03,EXHAUSTED,dareta,incorrect,1654,English,,no,NA,Listening to Japanese words and guessing the English translation.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",340.066
11/09/2020 10:28,8,5c92a21d2affcf001776a514,EXHAUSTED,dareta,incorrect,2681,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",305.618
11/09/2020 10:34,8,5e17956d94a2dc099b08aee2,EXHAUSTED,dareta,correct,5353,English,French (some),no,NA,Nothing else - sat on chair in lounge,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",629.245
3/09/2020 15:55,12,5ce6c8f448eadf00197c3748,EXHAUSTED,doroNdoroN,incorrect,2201,English,,yes,NA,Listening to Japanese words and attempting to correctly choose their translation in English.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",277.194
3/09/2020 15:55,12,5b3648e7f726b2000192b3f4,EXHAUSTED,doroNdoroN,correct,3999,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",241.058
3/09/2020 15:57,12,5e24beef19295973d343582d,EXHAUSTED,doroNdoroN,incorrect,1231,English,,no,NA,Using initial gut instinct,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",218.669
3/09/2020 15:57,12,5d53ec22cb1bcf0015f59a65,EXHAUSTED,doroNdoroN,correct,1945,English,Spanish,no,NA,trying to remember words in case they were repeated,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",376.825
3/09/2020 16:00,12,59e3af7aae9f950001d83ff8,EXHAUSTED,doroNdoroN,incorrect,2320,English,,no,NA,Guessing the meaning of the word from 2 possible options,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",409.479
3/09/2020 16:02,12,5efca5dc346ca1069937f97b,EXHAUSTED,doroNdoroN,incorrect,2222,English,,no,NA,guessing japanese words,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",224.77
3/09/2020 16:02,12,5e3c0d3e10aea20442450b5b,EXHAUSTED,doroNdoroN,incorrect,5451,English,n/a,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",322.75
3/09/2020 16:04,12,5f328dc31b6733058bcbe0c2,EXHAUSTED,doroNdoroN,incorrect,2267,English,n/a,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",283.356
3/09/2020 16:15,12,5c3f7c6329966300010dce78,EXHAUSTED,doroNdoroN,incorrect,2137,English,None,no,NA,guessing the meaning of Japanese words in a sentence,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",227.466
3/09/2020 16:16,12,5f29956706537e0d6efca7c2,EXHAUSTED,doroNdoroN,correct,2432,English,Spanish,no,NA,listening to japanese words and choosing which word i thought they meant,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",292.182
3/09/2020 16:19,12,5ebc2119e767ac034e2b1c4b,EXHAUSTED,doroNdoroN,incorrect,3315,english,english,no,NA,Deciding whether a Japanese word I did not understand bore resemblances in cadence and sound to the same word in English.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",699.473
3/09/2020 17:04,12,59e8c8af71734300015ca0a9,EXHAUSTED,doroNdoroN,correct,2007,English,None,yes,NA,Guessing what the translation of the word is based on the sound,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",414.538
4/09/2020 14:52,12,5ea98a3a64c8cb0a4600fb18,EXHAUSTED,doroNdoroN,incorrect,5367,English,,no,NA,"Listening to Japanese words, and with the word in a translated sentence, try to guess the meaning","After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",464.76
10/09/2020 17:24,12,5c9d2f3944a54a00016d1d50,EXHAUSTED,doroNdoroN,incorrect,3252,English,,no,NA,I was listening to japanese words and picking translations for them,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",292.586
10/09/2020 17:26,12,5f1c63ce2fdbc407f0fe1a65,EXHAUSTED,doroNdoroN,incorrect,1172,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",408.465
10/09/2020 18:15,12,595253890f31490001c7ab37,EXHAUSTED,doroNdoroN,incorrect,1437,English,,no,NA,Listening to Japanese words and trying to decide which word out of two shown were correct,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",400.377
6/10/2020 12:08,18,5df3c01761b48a295ffba48f,EXHAUSTED,doroNdoroN,incorrect,1813,English,None,no,NA,Listening to a series of Japanese words and trying to select a contextual equivalent in English by guesswork.,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",510.401
6/10/2020 12:09,18,5f4c2666459811846b9b9763,EXHAUSTED,doroNdoroN,correct,131,English,Spanish,no,NA,,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",183.427
6/10/2020 12:09,18,5e4ebab0056b9c30d2bb674c,EXHAUSTED,doroNdoroN,incorrect,1786,English,,no,NA,Listening to japanese words and guessing the english translation from a choice of two sentances. ,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",309.866
6/10/2020 12:09,18,5ea02e924f363b03dc7c05e3,EXHAUSTED,doroNdoroN,incorrect,8940,English,French,no,NA,Guessing the meaning of Japanese words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",493.111
6/10/2020 12:10,18,597725537f87260001cd5b65,EXHAUSTED,doroNdoroN,incorrect,2042,English,,no,NA,Listening to japanese and guessing what they were in English,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",303.729
6/10/2020 12:11,18,5ee0eeb26cb68d0a7967870b,EXHAUSTED,doroNdoroN,correct,1413,English,,yes,NA,interesting,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",232.584
6/10/2020 12:12,18,5e1ca190d6b7e102f5dd5487,EXHAUSTED,doroNdoroN,incorrect,2936,English,None,no,NA,Trying to match the sounds of Japanese words to their meaning in English,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",286.544
6/10/2020 12:12,18,5c52dce2d3cc6b0001d938a5,EXHAUSTED,doroNdoroN,incorrect,2797,English,none,no,NA,"Listening to Japanese words, and guessing the English translation from 2 options","After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",294.093
6/10/2020 12:13,18,5e9321bc2ac4bb1735bec64f,EXHAUSTED,doroNdoroN,incorrect,1425,English,German (some),no,NA,I was trying to match Japanese words to English words and given English sentences for context.,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",357.743
6/10/2020 12:13,18,5f2aa5dd21e0b130d8e9be70,EXHAUSTED,doroNdoroN,correct,3778,English,,yes,NA,Sat in a quiet room. Replayed the words and tried to sound them out myself ,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",399.431
6/10/2020 12:14,18,5c98db753df5fc0016e3baed,EXHAUSTED,doroNdoroN,incorrect,1792,english,none,no,NA,guessing japanesse words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",254.576
6/10/2020 12:17,18,5f651772bf9906084bc834b7,EXHAUSTED,doroNdoroN,incorrect,2635,English,,no,NA,Sitting at a computer guessing the meanings of Japanese words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",505.3
6/10/2020 12:19,18,5ed0998b07a7ba17d1408da1,EXHAUSTED,doroNdoroN,incorrect,953,English,,yes,NA,Fun and easy!,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",354.27
6/10/2020 12:51,18,5f350486d0c0764216b6745e,EXHAUSTED,doroNdoroN,incorrect,2458,English,,no,NA,I was trying to listen to the japanese word I thought sounded the most like the english equivilant in terms of tone and sound,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",317.733
8/10/2020 21:16,18,5c426de31ddd660001c99cdd,EXHAUSTED,doroNdoroN,correct,1035,english,swedish,no,NA,,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",166.143
8/10/2020 21:17,18,5ee7a70c55e80504fa3bc6ab,EXHAUSTED,doroNdoroN,incorrect,1581,English,Bits of German,no,NA,Listening to Japanese spoken and guessing what the word means,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",193.09
8/10/2020 21:17,18,5ccb3fb3d322be00155c9fce,EXHAUSTED,doroNdoroN,correct,3559,English,,yes,NA,I was listening to Japanese words and guessing their meanings,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",219.878
8/10/2020 21:18,18,5eeaff91fd89901efebf84b4,EXHAUSTED,doroNdoroN,correct,4261,English,none,no,NA,Guessing what the Japaneses words meant ,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",267.636
8/10/2020 21:18,18,5c921ef15be2830016f8c8ea,EXHAUSTED,doroNdoroN,correct,2113,English ,,no,NA,Trying to translate Japanese words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",275.15
8/10/2020 21:19,18,5eebc01d1b53c11438f3405b,EXHAUSTED,doroNdoroN,correct,1332,English,French,no,NA,Guessing what Japanese words meant ,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",308.303
8/10/2020 21:19,18,5eda6493ce80f30be6128167,EXHAUSTED,doroNdoroN,incorrect,1396,English,,no,NA,Listening to Japanese words and trying to guess the meaning in english,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",368.314
8/10/2020 21:19,18,5bfa8c4b18430e0001865d19,EXHAUSTED,doroNdoroN,incorrect,1497,English,None,no,NA,Trying to work out which words in Chinese are which in English...All worked OK,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",399.054
8/10/2020 21:23,18,5c5f61170a2a3c000123dc45,EXHAUSTED,doroNdoroN,incorrect,6999,English,French,no,NA,Guess the English translation of a Japanese word from a choice of two,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",512.707
8/10/2020 21:26,18,5e6143aea9267c045bfcf7a2,EXHAUSTED,doroNdoroN,incorrect,1292,English,None,no,NA,Trying to guess the meaning of Japanese words based on how they sound,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",765.246
8/10/2020 21:27,18,5ec705b09b469614f8418b27,EXHAUSTED,doroNdoroN,incorrect,2542,English,"French, German",no,NA,Guessing between two english words as translation of a japanese word,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",841.186
8/10/2020 21:27,18,5c377642bc6444000133aae9,EXHAUSTED,doroNdoroN,incorrect,4801,English,None,no,NA,To guess the translation of Japanese words to English,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",772.653
8/10/2020 21:28,18,5d6d94cb05e6930001a1464d,EXHAUSTED,doroNdoroN,correct,3504,English,some Spanish,no,NA,Guessing the meaning of Japanese words.,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",568.778
8/10/2020 21:29,18,5cb902701f3e4c00015d1ab8,EXHAUSTED,doroNdoroN,incorrect,1238,English,French,no,NA,Guessing the meaning of Japanese words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",934.925
8/10/2020 21:33,18,5c1a54257fa1590001b96070,EXHAUSTED,doroNdoroN,incorrect,2819,english,none,no,NA,understanding japanese language,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",1198.384
15/10/2020 16:29,18,5f0787e0905be01692f34950,EXHAUSTED,doroNdoroN,incorrect,1730,English,none,no,NA,closest translation to a japanese word in english,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",305.99
15/10/2020 16:29,18,5ee5defbfe74a3000d106f51,EXHAUSTED,doroNdoroN,correct,8636,English,French,no,NA,I was trying to guess the correct English word for the Japanese words that were being played out to me.,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",362.513
3/09/2020 15:55,12,5ce6c8f448eadf00197c3748,EXHAUSTED,gunaaQ,correct,2298,English,,yes,NA,Listening to Japanese words and attempting to correctly choose their translation in English.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",277.194
3/09/2020 15:55,12,5b3648e7f726b2000192b3f4,EXHAUSTED,gunaaQ,correct,1936,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",241.058
3/09/2020 15:57,12,5e24beef19295973d343582d,EXHAUSTED,gunaaQ,incorrect,2019,English,,no,NA,Using initial gut instinct,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",218.669
3/09/2020 15:57,12,5d53ec22cb1bcf0015f59a65,EXHAUSTED,gunaaQ,correct,3191,English,Spanish,no,NA,trying to remember words in case they were repeated,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",376.825
3/09/2020 16:00,12,59e3af7aae9f950001d83ff8,EXHAUSTED,gunaaQ,correct,1828,English,,no,NA,Guessing the meaning of the word from 2 possible options,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",409.479
3/09/2020 16:02,12,5efca5dc346ca1069937f97b,EXHAUSTED,gunaaQ,correct,1920,English,,no,NA,guessing japanese words,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",224.77
3/09/2020 16:02,12,5e3c0d3e10aea20442450b5b,EXHAUSTED,gunaaQ,correct,760,English,n/a,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",322.75
3/09/2020 16:04,12,5f328dc31b6733058bcbe0c2,EXHAUSTED,gunaaQ,correct,3023,English,n/a,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",283.356
3/09/2020 16:15,12,5c3f7c6329966300010dce78,EXHAUSTED,gunaaQ,incorrect,3040,English,None,no,NA,guessing the meaning of Japanese words in a sentence,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",227.466
3/09/2020 16:16,12,5f29956706537e0d6efca7c2,EXHAUSTED,gunaaQ,correct,2191,English,Spanish,no,NA,listening to japanese words and choosing which word i thought they meant,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",292.182
3/09/2020 16:19,12,5ebc2119e767ac034e2b1c4b,EXHAUSTED,gunaaQ,correct,4369,english,english,no,NA,Deciding whether a Japanese word I did not understand bore resemblances in cadence and sound to the same word in English.,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",699.473
3/09/2020 17:04,12,59e8c8af71734300015ca0a9,EXHAUSTED,gunaaQ,correct,1487,English,None,yes,NA,Guessing what the translation of the word is based on the sound,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",414.538
4/09/2020 14:52,12,5ea98a3a64c8cb0a4600fb18,EXHAUSTED,gunaaQ,correct,7339,English,,no,NA,"Listening to Japanese words, and with the word in a translated sentence, try to guess the meaning","After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",464.76
10/09/2020 17:24,12,5c9d2f3944a54a00016d1d50,EXHAUSTED,gunaaQ,correct,2752,English,,no,NA,I was listening to japanese words and picking translations for them,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",292.586
10/09/2020 17:26,12,5f1c63ce2fdbc407f0fe1a65,EXHAUSTED,gunaaQ,correct,256,English,,no,NA,,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",408.465
10/09/2020 18:15,12,595253890f31490001c7ab37,EXHAUSTED,gunaaQ,correct,1387,English,,no,NA,Listening to Japanese words and trying to decide which word out of two shown were correct,"After working on the house all day, I was completely EXHAUSTED.","After the car shone its headlights in my eyes, I was DAZZLED.",400.377
6/10/2020 12:08,18,5df3c01761b48a295ffba48f,EXHAUSTED,gunaaQ,correct,6692,English,None,no,NA,Listening to a series of Japanese words and trying to select a contextual equivalent in English by guesswork.,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",510.401
6/10/2020 12:09,18,5f4c2666459811846b9b9763,EXHAUSTED,gunaaQ,correct,1114,English,Spanish,no,NA,,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",183.427
6/10/2020 12:09,18,5e4ebab0056b9c30d2bb674c,EXHAUSTED,gunaaQ,correct,2498,English,,no,NA,Listening to japanese words and guessing the english translation from a choice of two sentances. ,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",309.866
6/10/2020 12:09,18,5ea02e924f363b03dc7c05e3,EXHAUSTED,gunaaQ,correct,7781,English,French,no,NA,Guessing the meaning of Japanese words,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",493.111
6/10/2020 12:10,18,597725537f87260001cd5b65,EXHAUSTED,gunaaQ,correct,280,English,,no,NA,Listening to japanese and guessing what they were in English,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",303.729
6/10/2020 12:11,18,5ee0eeb26cb68d0a7967870b,EXHAUSTED,gunaaQ,incorrect,2052,English,,yes,NA,interesting,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",232.584
6/10/2020 12:12,18,5e1ca190d6b7e102f5dd5487,EXHAUSTED,gunaaQ,correct,2500,English,None,no,NA,Trying to match the sounds of Japanese words to their meaning in English,"After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",286.544
6/10/2020 12:12,18,5c52dce2d3cc6b0001d938a5,EXHAUSTED,gunaaQ,incorrect,2754,English,none,no,NA,"Listening to Japanese words, and guessing the English translation from 2 options","After working on the house all day, I was completely TIRED.","After the car shone its headlights in my eyes, I was STUNNED.",294.093
